message,sentiment
"Same answer for u also
",positive
"‎~ Nillohit Das joined using this group's invite link
",positive
"‎~ Priyanshu joined using this group's invite link
",positive
"‎‪+‬ joined using this group's invite link
",positive
"‎~ Vaibhav Kashyap joined using this group's invite link
",positive
"I couldn't fill the consent form on time. Can you please reopen the form or help me out in some way. It's a humble request. Thank you.
@ @ @
",positive
"‎~ Shuvam joined using this group's invite link
",positive
"If I want to participate be there at the schedule time and venue
",positive
"Okay sure sir I'll be at the venue on time
",positive
"Sir same issue sir
",neutral
"Please help
",positive
"Should I reply the same thing to all one by one
",positive
"Sorry sir .. got it
",positive
"‎~ Pratham Maheshwari joined using this group's invite link
",positive
"‎~ SONU joined using this group's invite link
",positive
"‎~ Saviraj Kour joined using this group's invite link
",positive
"@ sir what kind of management is this?
Every time we book our flights , trains,  that too at a premium amount at a short notice and the exams get cancelled.
",positive
"Sir i had booked my flight tickets which is non refundable and now just  day before the interview there is this postponement notice that too without any specified date ‎<This message was edited>
",positive
"‎~ Swamita joined using this group's invite link
",positive
"++
",neutral
"Yes sir me too
",positive
"In airport right now 
",positive
"Same sir I am now in train
",positive
"Yes sir 
",positive
"When will the interview happen now sir? @
",positive
"‎~ Ayan Raza joined using this group's invite link
",positive
"@ sir can we get any expected date of interview?
",positive
"Yes sir
",positive
"Yes sir please I am already in the train
",positive
"@ @ @
",neutral
"We haven't any such confirmation yet for which we r not notifying anything
",positive
"‎~ . joined using this group's invite link
",positive
"‎~ Sruti joined using this group's invite link
",positive
"‎~ PRATYAY  joined using this group's invite link
",positive
"‎~ Rohan Kumar joined using this group's invite link
",positive
"‎~ Mohnish joined using this group's invite link
",positive
"‎~ Aryan Jaiswal joined using this group's invite link
",positive
"‎~ ~vats joined using this group's invite link
",positive
"‎~ Banik joined using this group's invite link
",positive
"‎~ Sri Kumar Aryan joined using this group's invite link
",positive
"‎~ Sazdeep Mohanty joined using this group's invite link
",positive
"‎~ Roshan Sah joined using this group's invite link
",positive
"‎~ Rewat < joined using this group's invite link
",positive
"‎~ Bibhab Banerjee joined using this group's invite link
",positive
"‎~ Apurv Anand joined using this group's invite link
",positive
"‎~ R joined using this group's invite link
",positive
"sir in superset its showing tomorrow we have hansa pen paper test but no email or chat was received for the same @ @
",positive
"Then today is exam or not???
",positive
"How am I supposed to reach now
",positive
"Same here
",neutral
"‎~ Bruh~ joined using this group's invite link
",positive
"‎~ Priyabrata joined using this group's invite link
",positive
"‎~ Riya joined using this group's invite link
",positive
"Same here 
",neutral
"Sir please confirm that
",positive
"What confirmation u need
",positive
"We have online test and a written test as well
",positive
"Both
",neutral
"Sir in online test coding question are there or not ?
",neutral
"Or only appitude
",neutral
"Ok sir
",positive
" hrs they have Informed,  so there must be a coding round as well
",positive
"Is it mandatory for everyone ?
because there were  roles , for coder and another for non coder .
For non coder they have mentioned a offline SQL test of  mins only .
And I have applied for non coder.
",positive
"Yes sir I have also applied for non coder but the previous Google form which we filled showed only coder and expert coder
‎",positive
"Hansa Solutions Selection Process.pdf • ‎ pages ‎document omitted
",neutral
"Is formal attire mandatory today??
",positive
"Obviously yes, it's not a question to ask
",neutral
"@ sir i have edu vercity interview at : what should I do
",positive
"Will try to adjust,  of not possible then have to choose
",positive
"‎~ Soumyadeep Chanda joined using this group's invite link
",positive
"‎~ Avi joined using this group's invite link
",positive
"‎~ Mihir. joined using this group's invite link
‎",positive
"These are the above shortlisted students of non dev profile.
Pl report immideatly at the Lab  for one more round of online test
",positive
"‎Pramod parida sir added ~ Kiran Kumar
",positive
"All the students are instructed to leave for the day after completing the online test. Results will be shared here by tonight for the written test/interview scheduled tomorrow
",positive
"Sir is there any update about next round for developer role. ‎<This message was edited>
",positive
"Will update shortly
",neutral
"We will be sharing the results around  -. pm today
",positive
"Haven't got the same yet and expecting by 
",neutral
"Sir any update?
",neutral
"Yes sir please tell
",positive
"Sharing the results by . am today
",positive
"‎This message was deleted.
‎",neutral
"Analyst shortlisted candidates
",neutral
"Timing sir?
",neutral
"For the interview?
",neutral
"Sir direct interview or any other test will be there for developer role
",positive
"The above shortlisted students are direct Ed to report at conf Hall , campus on rd February ( . am) for the written test/ interview
",positive
"@ sir Product Analyst will also give the written test
",positive
"One more written test is there for the Developer role.
",positive
"Report immediately at conference Hall 
‎",neutral
"After reporting Pl acknowledge in the group
",neutral
"Sir any information about product analyst
",neutral
"Will update by . pm
",neutral
"Reported
",neutral
"Sourish Mandal
Reported sir
",positive
"@ sir any info. about Product analyst
",positive
"They have gone for lunch, will update once they come
",positive
"@Aviral
Report at Conf Hall- immediately
",neutral
"Reaching
",neutral
"Sir when will be the developer results will be out.
",positive
"By next week
",positive
"And for product analyst ?
",positive
"sir ?
",positive
"Same
",neutral
"Sir is there any update for developer role
",positive
"Only one student has been selected for developer role
Arijit Das
",positive
"No one from product analyst
",neutral
"As the process is over we are dismantling the group
",positive
"‎~ Y. joined using this group's invite link
",positive
"GD.
",neutral
"Sir, the am-pm slot will only give the test or have to appear for the GD later today?
",positive
"‎~ Rony joined using this group's invite link
",positive
"Will update regarding the same
",neutral
"Hope you have received the link
",positive
"@ Sir I have received test link but not gd link
",neutral
"You are from which slot. Please share your details
",positive
"‎~ Shivangini joined using this group's invite link
",positive
"Yes sir it was attached with the first mail
",positive
"@ sir i haven’t received the gd link
",positive
"Sir -
",neutral
"Today
",neutral
"same sir
",positive
"sir - today
",positive
"rishavrajcrj@gmail.com

",neutral
".
",neutral
"Ok, sir
",positive
"Sir can you please share the again.
",positive
"Ok sir Thank you
",positive
"Sir when will gd be then ??
",positive
"‎~ Ekantika joined using this group's invite link
",positive
"It was only a test for  am(Software Developer) slot students. Don't be confused.
",positive
"‎~ Jessica joined using this group's invite link
",positive
"sir no gd for SD role ?
",positive
"Sir today do we have GD or not ?
",positive
"Yes sir pls confirm whether we will have a GD Or not
",positive
"‎~ Anish Kumar Mohanty  joined using this group's invite link
",positive
"Gd is for business analyst role
",positive
"‎~ Abhishek  Thatoi joined using this group's invite link
",positive
"- GD group, the meeting has not started, right?
",negative
"Next process for  am slot students will be updated due course of time
",positive
"sir today itself??
",positive
"nope
",neutral
"Ohk
",neutral
"‎~ Arpit joined using this group's invite link
",positive
"‎~ H joined using this group's invite link
",positive
"‎~ Chandni joined using this group's invite link
",positive
"‎~ Ankit joined using this group's invite link
",positive
"‎~ Nilanjan joined using this group's invite link
",positive
"‎~ Pranjal Jha joined using this group's invite link
",positive
"‎~ Deepti joined using this group's invite link
",positive
"Sir further process will be today or after th?
",positive
"‎~ Kuldeep joined using this group's invite link
",positive
"‎~ ViniT ~ joined using this group's invite link
",positive
"sir pls confirm this
",positive
"‎~ Sreyash joined using this group's invite link
",positive
"‎~ Ayush joined using this group's invite link
",positive
"‎~ Kartik Chinda joined using this group's invite link
",positive
"‎~ Rajdeep joined using this group's invite link
",positive
"‎~ KANISHK PATHAK joined using this group's invite link
",positive
"‎~ Shaan joined using this group's invite link
",positive
"‎~ Anam joined using this group's invite link
",positive
"‎~ Aesan Roy joined using this group's invite link
",positive
"Anyone who's GD slot was - Today got reschedule mail of tommorow? 
For Business analyst profile ‎<This message was edited>
",neutral
"‎~ Shreya Satapathy joined using this group's invite link
",positive
"‎~ Saikat Das joined using this group's invite link
",positive
"Anyone got for - slot also
",positive
"@  sir further process for SD role will happen today or tomorrow . please confirm
",positive
"Please
",neutral
"anyone got link for slot -?
",positive
"‎~ Ronit Roy joined using this group's invite link
",positive
"Got the link but the meeting has not started yet
",negative
"please share
",positive
"share the link
",positive
"Will update once received any updated information regarding the same
",positive
"‎~ Ayush Khandelia  joined using this group's invite link
",positive
"Sir by when can we expect the results of our gd?
",positive
"Me
",neutral
"Sir did - slot shifted to - tomorrow, Recently I have got a invitation link for - slot tomorrow
",positive
"@ @ @ sir I had my GD from  to , I had joined the meeting even raised my hand, but my name was not called, and I didn't even get a chance to speak.
Could you please look into it once.

Thanking You,
Ayush Khandelia 

",positive
"Yes sir same
",positive
"‎~ Chinu joined using this group's invite link
",positive
"‎~ ABHI joined using this group's invite link
",positive
"‎~ Arnav Bhardwaj joined using this group's invite link
",positive
"Ok
",neutral
"Good afternoon sir
I had GD from - pm, but  till now the meeting has not started. I request you to kindly confirm the same. 
Thankyou sir.
",positive
"‎~ ~ Baidyantika Ganguly joined using this group's invite link
",positive
"Anyone had their interview?
",neutral
"Did u get the mail for interview?
",neutral
"@ sir, they are not letting me join
",negative
"kindly look into it
",positive
"@ sir
",positive
"Yes sir same with me too
Sankhaneel Ghosh

",positive
"Yes a google form which is no longer accepting responses
",negative
"that was test form
",neutral
"not interview
",negative
"That was a test form
- duration
",neutral
"‎~ A joined using this group's invite link
",positive
"‎~ Aishwarya joined using this group's invite link
",positive
"‎~ Janisha  joined using this group's invite link
",positive
"‎~ ~ joined using this group's invite link
",positive
"any updates for the software development role??
",positive
"Test ???
",neutral
"after that
",neutral
"After GD there was a test ?
",neutral
"no there was no gd for us there is a test
",negative
"Ohh
",neutral
"‎~ Lilanker joined using this group's invite link
",positive
"‎~ Kasis joined using this group's invite link
",positive
"‎~ অরণ্য ঘোষ||ARANYA GHOSH|| joined using this group's invite link
",positive
"@ @ @ sir is there any update regarding this??
",positive
"Sir any update regarding software development @ @ sir
",positive
"‎~ Shilpi Sinha joined using this group's invite link
",positive
"‎~ Devesh joined using this group's invite link
",positive
"‎~ Apurba joined using this group's invite link
",positive
"‎~ RÜÑÅK joined using this group's invite link
",positive
"@ sir I am trying to join the GD at  AM but they are not letting me in.Please look into this matter.
",neutral
"@ sir I’m facing the same issue
",neutral
"Same sir i have been waiting for the last  mins
",positive
"Yes sir same issue
",neutral
"Yes sir facing the same issue
",neutral
"Already informed to the concerned person. They are looking into it
",neutral
"Sir any updates regarding the further process of the sde test which was conducted yesterday
",positive
"Will update once the round  of all the students will be completed
",positive
"Any update sir
",positive
"@ i waiting for last  min
",positive
"can you please look into the matter
",positive
"We are also waiting for the updates.
",positive
"ok
",positive
"@ sir will the GD be conducted today or will it be postponed?
",positive
"@ sir shall i leave the meet as it has already been  hour
",positive
"Sir do we have to wait longer for the meeting to happen or will it be rescheduled
",positive
"@ please give us an update,  it has already been  hour
",positive
"You can leave for the time being. We are yet to receive any update s regarding the same
",positive
"@ - both the GDs rescheduled for tomorrow from  and  PM respectively
",positive
"Forwarded by HR
",neutral
"Sir there is a GD at : pm will it held today or going to be tomorrow
",positive
". or 
",neutral
"Sir those students who r having gd on th will that get postponed?
",positive
"Sir :pm
",neutral
"‎~ Akshat Srivastava joined using this group's invite link
",positive
"Zoxima GD which was scheduled today at  am & . pm are rescheduled to tomorrow at  pm &  pm respectively.
",positive
"Tomorrow there is exam of Tezo
",positive
"..
",neutral
"Sir any update for the SDE profile?
",positive
"@ sir?
",neutral
"Can GD be further postponed??
",neutral
"@ little change 

- and :-: respectively
",positive
"...
",neutral
"Tezo Exam will be completed before that
",positive
"Before it's always take whole day in physical exams
",positive
"We will try to accommodate the common students in both else you have to choose
",positive
"Okay
‎",neutral
"For tomorrow
",neutral
"@ Sir yesterday I was travelling so couldn't give my GD, but they said that mine would be rescheduled. But still now I have not received any mail regarding this.
",positive
"‎~ Shayan Hazari joined using this group's invite link
",positive
"‎~ AA joined using this group's invite link
",positive
"@ Sir can you please look into this.~ Aditi Das, 
",positive
"@ Sir, my situation is also same.I have not received any mail yet.Kindly look into this.
Aishwarya

",negative
"Sir i didn't receive the link for the test 

Tripti Shikha Ojha
",positive
"@ sir, I received a mail for the GD at  am - pm tomorrow. It was mentioned before that the GD will be at : pm. Which time will it really be conducted?
",positive
"Same sir 
",positive
"‎~ Sohini joined using this group's invite link
",positive
"@ @ Sir the group discussion slot of -pm today for the Consultancy role is still there right??
Or is it rescheduled
",positive
"@ @ Sir I’m trying to join the meeting but they are denying access. Please look into it
",negative
"Same issue sir...
‎",negative
"Ok. Checking with them
",positive
"Hope you all have joined
",positive
"Sir is there any update for the next round for sde role
",positive
"@ sir any updates on further process for the students whose GD was on th Jan for Solution Consultant role?
‎",positive
"Amrit Raj

",neutral
"It's already started
",neutral
"sir let me in please
",positive
"Sir I have GD scheduled at 
: to : but now I am in college for Tezo exam which is about to start in few mins
what should I do now sir,
P.Maniteja 

",positive
"Sir will my GD be rescheduled?
",positive
"Already informed. Not responding as they are continuing the process
",positive
"We are checking, else you have to choose
",positive
"B.Rewat kumar,Roll no., I am also facing the same issue sir.
",negative
"@ Sir I was traveling on th jan, so I could not give my GD on that day, will it be possible to reschedule it for today?
",positive
"@ Sir i got disconnected from the meeting  and is not able to rejoin
",neutral
"From :-: slot did anyone got entry?
",neutral
"Sir any update on SDE job profile?
",positive
"Not yet
",neutral
"Checking
",neutral
"Same issue sir
‎",neutral
"Sir I am still waiting as no one is giving entry in the meeting
",positive
"@ sir, waiting in the lobby. We're not being given entry into the meeting
",neutral
"Same issue
",negative
"@ Sir I am still waiting as no one is giving entry in the meeting
",positive
"Its saying meeting has not started
",negative
"Sir, still in waiting lobby...
",positive
"@ sir, could you please confirm when will the meeting start? It's about to be  pm already
",positive
"Even got timed out from meeting  times ...
",neutral
"Any update regarding solution consultant after GD?
",positive
"@ sir any updates?
",positive
"@ sir, any update regarding the SDE role?
",neutral
"Yes sir @ @ @
",positive
"Will update once received. You can expect by next week.
",positive
"Sir further process will be online or offline? If offline could you please assure that it's communicated at the earliest?
",positive
"Sazdeep Mohanty- th jan -:
",neutral
"Sourabh Kumar Singh- th Jan :-
",neutral
"Dinesh Kumar Mallik- th Jan -:
",neutral
"Rajarshee Roy-th Jan :-
",neutral
"Mayur Raj Sharma- th Jan -:
",neutral
"Shivam Verma-th Jan :-
",neutral
"Anurag- th jan -:
",neutral
"Interview schedule of the above students. Hope you have received a mail regarding the same
",positive
"Is this the final list sir?
",neutral
"And this is for which profile?
",positive
"Gradually they are scheduling the interviews. Few more names are also expected.
",positive
"These are for which job profile
",positive
"@ sir these names are for which job profile?
",positive
"Shortlisted students knows their profile. I haven't checked
",neutral
"The above interview shortlisted students are directed to share their resume to placement@kiit.ac.in immediately with a subject line""Resume for Zoxima || your name""
",positive
"And acknowledge here
",neutral
"Sir above list is for which profile ?
",positive
"SDE
",neutral
"Okay thanks
",positive
"respected sir , if possible can u please provide us the list of shortlisted students according to profile wise , after checking , please sir if possible
",positive
"coz many of us are confused as simulataneously many profile gd nd interviews are going
",positive
"Will definitely share once received from the company.
",positive
"Sazdeep Mohanty- th jan - . pm
Dinesh Kumar Mallik- th Jan -:
Mayur Raj Sharma- th Jan -:
Sourabh Kumar Singh- th Jan :-
Rajarshee Roy-th Jan :-
Shivam Verma-th Jan :-
Anurag- th jan -:

Dear shortlisted Students, as instructed above please do share your resume & acknowledge here.
",positive
"Shared
",neutral
"@ sir is there any other updates for other domains, please confirm.
",positive
"Not yet.
",neutral
"Sir they are only selected for the next round for sd role or they add more names?
",positive
"@ are there any updates about other roles?
‎",neutral
"Requesting these students to acknowledge here sharing their name & roll no if your interview is completed
",neutral
"Sir what about solution consultant role ?
",positive
"Rajarshee 
Interview Completed
",neutral
"Dinesh Kumar Mallik 
Interview completed
",neutral
"there was another interview held? or was it the first interview?
",positive
"Shivam Verma 
Interview completed
",neutral
"Interviews of SC & BA profile will be scheduled shortly. They will receive the interview link from the company directly.
",positive
"Sir can you share the shortlisted students list for SC profile.
",positive
"Sourabh Kumar Singh 
Interview Completed
",neutral
"@ sir could you please tell us a tentative date?
",positive
"Only one round of interview is conducted as of now. Will update if there will be more round of interviews
",positive
"Yes sir please @
",positive
"Sir this is the final list of shortlisted students for Software Developer role?
",positive
"Image in not visible
",neutral
"@  sir this is final shortlisted list for SD ?
",positive
"Yes sir please confirm
",positive
"‎~ Ayushmaan Ashok added ~ Aryan Mehta
",neutral
"Yes.
",neutral
"Sir any approximate dates for the interview round of sc profile?
",positive
"Will update once received.
",neutral
"Sure sir will wait for that
",positive
"Requesting rest of the students those are not shortlisted for the interviews can leave this group.
",positive
"Sir when will sc interview?
",positive
"Sir is this the final list for SD profile or they are about to send more?
",positive
"The list shared above is final
",neutral
"Ok thank you
",positive
"@ sir any update for SC
",positive
"@ sir any update for sc  there is no mail from company till now
",positive
"?
",neutral
"Kanishk Pathak
Khushi Jaiswal
Abhishek Bhattacharyya
",neutral
"interview scheduled for tomorrow between -  min each
",positive
"time -
",neutral
"BA
",neutral
"Pl acknowledge
",neutral
"Okay sir
",positive
"Kanishk Pathak - -:
Khushi Jaiswal - :-:
Abhishek Bhattacharya- . to  pm

Interview schedule
",neutral
"Sir what about other students ?
",neutral
"Will schedule gradually post their interview s
",neutral
"Sir any updates on the interview for the sc profile?
",positive
"Malayaj Kumar Anshu-  pm
Chinmay Agarwal-.  pm
Barbie Raj-.  pm
Nikhil Kumar- . pm

Interview schedule of these candidates
",positive
"Please do acknowledge immediately
",neutral
"Sir is there any interview scheduled post pm ?
",neutral
"ack.. 
",neutral
"Your name?
",neutral
"Aryan Mehta
",neutral
"Sir can you please tell if my interview is scheduled today?
",positive
"Name-Ishita Arya
",neutral
"Sir any update for SC  profile interview?
",positive
"Chinmay Agarwal will be there.
",positive
"Name - Aryan Mehta

Sir please tell is my interview scheduled for today or for tomorrow ?
",positive
"Sir, can you share the list of interviews scheduled for today
",positive
"Only these are scheduled today
",positive
"Sir these are all for the BA profile!!
Anything for the SC profile?
",positive
"All the shortlisted candidates will be scheduled gradually
",positive
"Please update here immediately post completing your interviews
",neutral
"Kanishk Pathak
Interview completed
",neutral
"Done.
",neutral
"Khushi Jaiswal- completed
",neutral
"Abhishek Bhattacharyya completed
",neutral
"Barbie Raj Completed
",neutral
"Nikhil Kumar completed
",neutral
"Chinmay Agarwal completed
",neutral
"Sir, can you share the schedule for interviews tomorrow
",positive
"@ sir please share the schedule for interview of remaining students
",positive
"Will automatically share once we get it
",positive
"Neha Dalui- am
Lohit Patro-.  am
Sakshi-.  am
Sumit Srivastava- noon
Amita Banerjee-.  pm
Abhigyan Amrit-.  pm

Interview schedule
",neutral
"On today
",positive
"Please acknowledge immediately
",neutral
"On the basis of your acknowledgement you will get the link
",positive
"Abhigyan : 
",neutral
"Rest Pl acknowledge quickly
",positive
"Okay sir
Name-Lohit Patro_: ‎<This message was edited>
",positive
"Okay sir
Sakshi- :
",positive
"Neha Dalui
",neutral
"Okay sir.
Amita Banerjee.
",neutral
"Okay sir.
Sumit Srivastava
",neutral
"@ 
Sir is there any other interviews scheduled for today?
Kindly tell
",positive
"Please do acknowledge post completing your interviews
",neutral
"Interview completed 
Lohit Patro
",neutral
"Neha Dalui
Interview completed
",neutral
"Yes we have one more slot of interviews tentatively at . pm. But we will confirm by  pm
",positive
"Amita Banerjee, interview completed.
",neutral
"Sumit Srivastava
Interview completed
",neutral
"Interview completed
Sakshi
",neutral
"Interview completed
Abhigyan
",neutral
"@ sir is there any update regarding another slot of interviews?
",positive
"@ sir are there any more interviews scheduled for today? ‎<This message was edited>
",positive
"Ayush Khandelia- am
Kartikeya Dayal-.  am
Tanushi Tayal-.  am
Rohit Raj Pradhan- noon
Axita Satapathy-.  pm
Apoorva P Kalaskar-. pm
 Interview schedule for tomorrow
",positive
"Please acknowledge.
",neutral
"Okay sir
Axita Satapathy
",positive
"Sure sir. Tanushi Tayal- . slot.
",neutral
"Okay Sir
Kartikeya Dayal
",neutral
"@ Sir what about the BA profile ?
",neutral
"They are scheduling gradually
",neutral
"Will there be any more interviews scheduled for tomorrow?
",positive
"Okay Sir 
ROHIT RAJ PRADHAN
",neutral
"Lohit sakshi sumit and Amita
",neutral
"Your interview is scheduled at  noon today. Please acknowledge.
",neutral
"Ok Sir
Lohit Patro
",neutral
"Name - Aryan Mehta
Sir when is my interview scheduled ?
",neutral
"Okay sir
Sakshi
",positive
"Sir there are  rounds of interviews?
",positive
"Ok sir.
Sumit Srivastava
",neutral
"Lohit- noon
Sakshi-.  pm
Amita- pm
Sumit-.  pm

Interview schedule
",neutral
"You will receive the link directly.
",positive
"Ansuman Mukharjee- am
Mousumi Dey-.  am
Shreya Satapathy-.  am
Souvik Hazra- am
Ambrisha Vaibhav-.  am
Gyanesh Mishra-.  am

Interview scheduled on th January .
",positive
"Acknowledge with your name & time slot
",positive
"Okay sir
Ansuman Mukharjee (  am )
I will be present
",positive
"Okay sir
Souvik Hazra ( am)
I will be present
",positive
"@ sir we will be receiving link from company or tnp?
",positive
"Company
",neutral
"Sir, can you please tell us what round is this?
",positive
"sir, any update on this list?
",positive
"Okay sir
I will be present
",positive
"Ill be present sir
Shreya Satapathy
",positive
"‎~ Apoorva Kalaskar joined using this group's invite link
",positive
"Apoorva, please do acknowledge
",positive
"I had a slot for :-: sir. Meeting hasn’t started yet
Kartikeya Dayal
",positive
"Ok. Checking
",neutral
"Any update sir?
",neutral
"Waiting for the reply. Just wait for some more time
",positive
"Sir, I have the slot of . to . Should I wait or continue to join
",positive
"Interview completed
Ayush Khandelia
",neutral
"You do joinas per your slot
",neutral
"Sir, the meeting has not started yet.
",negative
"Interview completed
Kartikeya Dayal
",neutral
"Sir, my slot was at . and they haven't let me in, even though the previous candidate has already completed their interview.
",positive
"Ok. Just wait for some more time.
",positive
"Same here sir I had my interview scheduled at  and they haven't allowed me to join
",positive
"Same with me sir, I was having interview now at . and yet they haven’t allowed me to join

Axita Satapathy
",positive
"Tanushi Tayal
Interview Completed sir
",positive
"Sir my interview is rescheduled @ hrs
Apoorva
",neutral
"Ok.
",neutral
"Share your details & issues in a single post
",negative
"Sir here I have mentioned the issue
",neutral
"@ Sir should I wait or leave the meeting room?
",neutral
"Have to wait for some more time
",positive
"Okay Sir
",neutral
"Mousumi Dey . .I will be present.
",positive
"Gyanesh Mishra -.
I will be present
",positive
"@ Sir any update???
",neutral
"@ sir I was asked to be present in the interview meeting at  hrs and nobody is there, please see to it
Apoorva
",positive
"Interview completed
Lohit Patro ‎<This message was edited>
",neutral
"Rohit Raj Pradhan 
Interview Complete
",neutral
"It's rescheduled.
",neutral
"At what time sir?
",neutral
"Interview completed
Sumit Srivastava
",neutral
"Interview completed
Apoorva Kalaskar
",neutral
"Amita. 
Interview completed.
",neutral
"Its reschedule d tomorrow ( noon)
",neutral
"Yes Sir, I got the mail
Thank you
",neutral
"@ do we have to acknowledge after completion?
‎",positive
"Sir Please  kindly see it @
",positive
"Interview completed 
Shreya Satapathy
",neutral
"@  sir any update?
",positive
"Waiting for the reply
",positive
"Okay sir.
",neutral
"Interview completed 
Souvik Hazra
",neutral
"Interview completed
Ambrisha Vaibhav
",neutral
"@ Sir any update regarding the BA profile interviews ?
",neutral
"Interview completed
Axita Satapathy
",neutral
"Ansuman Mukharjee
Interview completed
",neutral
"@ sir is there any update regarding this slot of interview?
",positive
"@ sir any update?
",positive
"@ sir, any updates regarding the interview for remaining BA role students
",positive
"@ sir what's the schedule for tomorrow's interview ?
",positive
"It's not yet rescheduled?
",negative
"No sir .
",positive
"Checking it again & will update
",positive
"@  sir any update about rescheduling ?
",positive
"Not yet. Will update once received
",neutral
"@ Sir any updates for the BA profile ?
",positive
"@  Sir any updates for the sde profile ?
",positive
"@ any updates for ba profile
",positive
"‎~ Raunaq added ~ ~Anurag
",neutral
"@ Sir will any further interviews be conducted ?
",positive
"@  sir will any further interview be conducted??
",positive
"Any update for further rounds or any one who got any information please tell?
",positive
"@ any updates regarding the remaining interviews?
",neutral
"@ @ Any update for further rounds?
",positive
"No updates as of now. Will definitely update once received.
",positive
"@ sir any updates ??
",positive
"@ sir Any updates for further interviews?
",positive
"Zoxima interview process is on hold till further notification.
",positive
able,positive
accelerate,positive
accept,positive
accord,positive
accredit,positive
accrue,positive
ace,positive
achieve,positive
action,positive
activate,positive
active,positive
add,positive
addition,positive
adept,positive
advance,positive
adventure,positive
ageless,positive
agree,positive
aid,positive
aim,positive
alacrity,positive
alert,positive
alight,positive
alive,positive
all,positive
always,positive
ambition,positive
anew,positive
arouse,positive
art,positive
as,positive
ascend,positive
assent,positive
assert,positive
assist,positive
associate,positive
astir,positive
attain,positive
attempt,positive
attention,positive
attest,positive
attribute,positive
augment,positive
awake,positive
aware,positive
awash,positive
aye,positive
back,positive
balance,positive
beatific,positive
beatify,positive
beatitude,positive
beau,positive
become,positive
befriend,positive
begin,positive
beginning,positive
being,positive
belief,positive
believe,positive
benedictory,positive
benefaction,positive
bestow,positive
bet,positive
betterment,positive
beyond,positive
big,positive
big-hearted,positive
bijou,positive
bird,positive
blasting,positive
blessed,positive
blooming,positive
bold,positive
bombastic,positive
bonafide,positive
bonanza,positive
bond,positive
bounty,positive
box,positive
bravo!,positive
brill,positive
briskly,positive
bubbly,positive
budding,positive
buddy,positive
build,positive
calmly,positive
campaign,positive
campaigner,positive
can,positive
can-do,positive
candescent,positive
candid,positive
candidly,positive
candor,positive
candy,positive
cannily,positive
canny,positive
canteen,positive
capacious,positive
capital,positive
captain,positive
care,positive
cared,positive
career,positive
carefreeness,positive
careful,positive
carefully,positive
carefulness,positive
caress,positive
caretaker,positive
caring,positive
cash,positive
casual,positive
casually,positive
catalyst,positive
catch,positive
catching,positive
cause,positive
celebrator,positive
celebrity,positive
celestial,positive
center,positive
centered,positive
central,positive
ceo,positive
certain,positive
certainly,positive
certainty,positive
chairperson,positive
chance,positive
change,positive
changeable,positive
changeless,positive
chaperone,positive
charity,positive
charmed,positive
charmer,positive
cheap,positive
cheeky,positive
cheerfully,positive
cheerfulness,positive
cheering,positive
cheerio,positive
cheers,positive
chemistry,positive
chief,positive
chieftain,positive
child,positive
childish,positive
childlike,positive
child�s,positive
chipper,positive
chirp,positive
chirpy,positive
choice,positive
choose,positive
chortle,positive
chosen,positive
chuckle,positive
chum,positive
chummy,positive
cinch,positive
civic,positive
civil,positive
civilized,positive
clairvoyant,positive
classical,positive
claus,positive
clear-headed,positive
clebrant,positive
clemency,positive
clement,positive
cleverness,positive
close,positive
closely,positive
closeness,positive
coequal,positive
cogent,positive
cognizance,positive
cognizant,positive
collabolator,positive
collaboration,positive
collaborative,positive
collaborator,positive
collateral,positive
colleague,positive
collective,positive
collector,positive
combination,positive
comforter,positive
comic,positive
comical,positive
commander,positive
commanding,positive
commendatory,positive
committed,positive
communion,positive
community,positive
compacted,positive
companion,positive
companionship,positive
company,positive
compelling,positive
complete,positive
completely,positive
compose,positive
comprehension,positive
concentrate,positive
concentrated,positive
concentration,positive
concert,positive
conciliation,positive
conclusive,positive
conclusively,positive
concordance,positive
concordant,positive
concrete,positive
condole,positive
condolence,positive
conductor,positive
confidant,positive
confide,positive
confirm,positive
confirmation,positive
congrats,positive
congruous,positive
conjunction,positive
connect,positive
connected,positive
connectedness,positive
connection,positive
connoisseur,positive
conquer,positive
conquest,positive
conscious,positive
consciousness,positive
consensual,positive
consequential,positive
consider,positive
consist,positive
consistency,positive
constant,positive
constantly,positive
consul,positive
consultant,positive
content,positive
contented,positive
contrast,positive
contribute,positive
contributor,positive
control,positive
conversant,positive
conversation,positive
converse,positive
convert,positive
converted,positive
convey,positive
conviction,positive
convince,positive
convivial,positive
conviviality,positive
cool-headed,positive
cooperate,positive
cooperation,positive
copacetic,positive
cope,positive
copious,positive
cordial,positive
cordially,positive
corporation,positive
coruscant,positive
cosmic,positive
cosy,positive
could,positive
counsel,positive
counselor,positive
courtesy,positive
coy,positive
coyness,positive
crack,positive
crackerjack,positive
craft,positive
craftsman,positive
craftsmanship,positive
cratfy,positive
cream,positive
creamy,positive
create,positive
creation,positive
creativity,positive
creator,positive
credential,positive
credibility,positive
credit,positive
creditable,positive
crew,positive
crowd,positive
crowd-pleaser,positive
crowd-puller,positive
crucial,positive
crystal,positive
crystal-clear,positive
crystalize,positive
cucumber,positive
cuddle,positive
cuddlesome,positive
cuddly,positive
culminate,positive
culmination,positive
cultural,positive
culture,positive
cultured,positive
cunning,positive
cunningly,positive
cupid,positive
curator,positive
